"StoreNo"|"StoreNickname"|"StreetAddress"|"City"|"StateCode"|"PostalCode"|"CountryName"|"Longitude"|"Latitude"|"PhoneNumber"|"RestaurantEmail"|"SunOpen"|"SunClose"|"MonOpen"|"MonClose"|"TueOpen"|"TueClose"|"WedOpen"|"WedClose"|"ThuOpen"|"ThuClose"|"FriOpen"|"FriClose"|"SatOpen"|"SatClose"|"QSCExceptions"|"Master"|"EntityName"
"1517"|""|"AV. HENRY FORD 153 COL. BONDOJITO, GUSTAVO A. MADERO"|"MEXICO CITY"|"XX"|""|"Mexico"|"-99.11555"|"19.46896"|"5529226543"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1533"|""|"CILEGON CENTER MALL, 3RD FLOOR, UNIT L3-01, JL. AHMAD YANI NO. 11, SUKMAJAYA, KEC. JOMBANG"|"KOTA CILEGON"|"XX"|""|"Indonesia"|"106.06994"|"-6.02407"|"62 0254 7817667"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1534"|""|"PESONA SQUARE LOWE GROUND, UNIT LG-07L JL. IR.H. JUANDA RT 005/RW 002, KEL. BAKTIJAYA"|"KEC. SUKMAJAYA"|"XX"|""|"Indonesia"|"106.84413"|"-6.38046"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1535"|""|"TANGCITY MALL, GROUND FLOOR, UNIT B 0006, JL. JENDRAL SUDIRMAN NO. 1, CIKOKOL"|"TANGERANG"|"XX"|""|"Indonesia"|"106.63365"|"-6.19415"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1536"|""|"SK-04, THE WAVES B, DUBAI MARINA"|"DUBAI"|"XX"|""|"United Arab Emirates"|"55.13364"|"25.07162"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1537"|""|"CALZADE DE TLALPAN 3465, STA. URSULA COAPA, COYOACAN"|"MEXICO CITY"|"XX"|"04650"|"Mexico"|"-99.15050"|"19.30299"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1543"|""|"Libramiento Manuel Perez Tevi?o SN Col. Tecnologico"|"PIEDRAS NEGRAS"|"XX"|"26080"|"Mexico"|"-100.55821"|"28.68833"|"8787869742"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1545"|""|"1 TAMPINES WALK, #B1-K5 OUR TAMPINES HUB"|"SINGAPORE"|"XX"|"528523"|"Singapore"|"103.94030"|"1.35355"|"65145119"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1560"|""|"BLVD TAMAULIPAS NO. 2817, COLONIA LAS HUERTAS"|"CUIDAD VICTORIA"|"XX"|"87025"|"Mexico"|"-99.14113"|"23.75458"|"52-834-688-5822"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1561"|""|"PERIF. LUIS ECHEVERRIA 1648, REPUBLICA"|"SALTILLO"|"XX"|"25280"|"Mexico"|"-100.96284"|"25.46337"|"52-844-439-0414"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1563"|""|"BLVD. JOSE LIMON, ANTES CARR. INTERNACIONAL MEXICO-NOGALES NO. 2545 NTE., Local T, Col. Predio Humay"|"CULIACAN"|"XX"|"80020"|"Mexico"|"-107.42756"|"24.82699"|"(+52) 667 688 6235"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1564"|""|"PLAZA LAS ANTENAS, AV. PERIFERICO NO. 3278, COLONIA LA ESPERANZA, DELEGACION IZTAPALAPA"|"MEXICO CITY"|"XX"|"09910"|"Mexico"|"-99.07721"|"19.31484"|"55516183000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1565"|""|"PLAZA CITADINA MULTIPLAZA LINDAVISTA, MIGUEL ALEMAN 5054 COL. LINDAVISTA"|"GUADALUPE"|"XX"|"67130"|"Mexico"|"-100.24808"|"25.69129"|"811 027 3138"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1587"|""|"PLAZA MARIACHI, JUAN ALDAMA NO. 1300 LOCAL 6.1 COL. CENTRO"|"CHIHUAHUA"|"XX"|"31000"|"Mexico"|"-106.07179"|"28.63996"|"614-412-1726"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1595"|""|"PLAZA CITADINA ESCOBEDO, RAUL SALINAS 555 FS 02 CRUZ CON VIA TORREON COL. CORTIJO LOS AYALAS"|"ESCOBEDO"|"XX"|"66072"|"Mexico"|"-100.33003"|"25.79291"|"27043569"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1600"|""|"SM 10 AL-GHURAIR CENTRE, AL MURQABAT"|"DUBAI"|"XX"|""|"United Arab Emirates"|"55.31822"|"25.26851"|"971 434 88772"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1601"|""|"CALLE UNIVERSIDAD NO. 2229-A COLONIA SAN JOSE DEL ARENAL"|"AGUASCALIENTES"|"XX"|"20130"|"Mexico"|"-102.30979"|"21.90857"|"55-5250-3906"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1605"|""|"PORTAL CENTRO, FRANCISCO JAVIER CLAVIJERO 258, TRANSITO"|"CUAUHTEMOC"|"XX"|"06820"|"Mexico"|"-99.13021"|"19.41943"|"52 06 99 69"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1611"|""|"TRANSPARK CIBUBUR, 3RD FLOOR, UNIT #L3-02 & 03, JL. ALTERNATIF CIBUBUR NO. 230, HARJAMUKTI - CIMANGG"|"KOTA DEPOK"|"XX"|"16454"|"Indonesia"|"106.90225"|"-6.37540"|"62-213-970-1127"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1615"|""|"PARQUE PUEBLA, CALZADA IGNACIO ZARAGOZA 410, R104, TR104 COLONIA CORREDOR INDUSTRIAL LA CINEGA"|"PUEBLA"|"XX"|"72220"|"Mexico"|"-98.17254"|"19.06947"|"(+52) 22-2227-8585"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1632"|""|"GRAND INDONESIA WEST MALL 5TH FL, UNIT ED2-01A, JL. MH THAMRIN NO. 1"|"JAKARTA"|"XX"|""|"Indonesia"|"106.82031"|"-6.19543"|"6221-310-8255"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1640"|""|"AV. HIDALGO #5514 COL. PETROLERA"|"TAMPICO"|"XX"|"89110"|"Mexico"|"-97.87449"|"22.26621"|"833-1256-612"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1667"|""|"Av. Canal R?o Churubusco No. 1635, 
Colonia Central de Abastos, Del. Iztapalapa,"|"MEXICO CITY"|"XX"|"09040"|"Mexico"|"-99.09555"|"19.37826"|"(+52 1) 55 2120 7448"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1682"|""|"Toluca Carranza, Calle Gral. Venustiano Carranza 701 Poniente, Residencial Col?n y Col Cipr?s, CP. 5"|"TOLUCA DE LERDO"|"XX"|"50120"|"Mexico"|"-99.65992"|"19.27898"|"722-2274-526"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1687"|""|"Apex Atrium, Motor City"|"DUBAI"|"XX"|""|"United Arab Emirates"|"55.23580"|"25.04649"|"971 58 283 3238"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1693"|""|"12 Kingsland High Street Dalston"|"LONDON"|"XX"|"E8 2JP"|"United Kingdom"|"-0.07551"|"51.54667"|"020 8070 0060"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1695"|""|"Plaza Via 02, Blvd. Rogelio Cantu Gomez 1000, Local 54, Colinas de San Jeronimo, C.P."|"MONTERREY"|"XX"|"64630"|"Mexico"|"-100.38162"|"25.69640"|"81 2235-7010"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1699"|""|"Subancla exterior 01 Av. Circuito Antonio Valdez Herrera #1600, Ejido Islas Agrarias A, CP"|"MEXICALI"|"XX"|"21600"|"Mexico"|"-115.38757"|"32.61196"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1702"|""|"63 Jurong West Central 3 #01-47/89/90/91
Jurong Point Shopping Centre"|"JURONG WEST"|"XX"|"648331"|"Singapore"|"103.70635"|"1.33978"|"65-62613778"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1706"|""|"28, Avenue de Sainte-Claire"|"LA VALETTE DU VAR"|"XX"|"83 160"|"France"|"6.00327"|"43.13625"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1708"|""|"Tunjungan Plaza 3 Mall, Unit PC-OFC-05 009
Jalan Basuki Rahmad No. 8-12"|"SURABAYA"|"XX"|"60261"|"Indonesia"|"112.72864"|"-7.26141"|"03 19 925 5201"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1709"|""|"Unit 3 Heliport Industrial Estate
Bridges Court, York Road
Battersea"|"LONDON"|"XX"|"SW11 3SS"|"United Kingdom"|"-0.17783"|"51.46898"|"02074992423"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1710"|""|"Av. Paseo de la Reforma #452
Colonia Juarez
Delegacion Cuauhtemoc"|"MEXICO CITY"|"XX"|"06600"|"Mexico"|"-99.17237"|"19.42432"|"55-1313-8482"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1713"|""|"Ciputra Mall, Lower Ground Floor, Unit 02A-3
Jl. Arteri S. Parman, Grogol"|"JAKARTA"|"XX"|""|"Indonesia"|"106.78736"|"-6.16822"|"(62)215600987"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1714"|""|"Avenida Juarez #2702, Col. La Paz, C.P."|"PUEBLA"|"XX"|"72160"|"Mexico"|"-98.21967"|"19.05247"|"55-3058-1427"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1715"|""|"Viaducto Rio de la Piedad #515, L-113, Col. Granjas Mexico, Del. Iztacalco, CP"|"MEXICO CITY"|"XX"|"08400"|"Mexico"|"-99.11046"|"19.40548"|"55 5833-1836"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1716"|""|"Avenida Reforma 337 A, Colonia Centro, C.P. 7200"|"PUEBLA"|"XX"|""|"Mexico"|"-98.20142"|"19.04586"|"22-2956-1894"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1719"|""|"Pad-F Blvd. Corredor Tijuana-Rosarito 2000, #26135, Col. Ejido Francisco Villa, Delegacion La Presa,"|"TIJUANA"|"XX"|"22236"|"Mexico"|"-116.94059"|"32.37349"|"66 4904 1412"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1720"|""|"Mall Kelapa Gading 3, 3rd Floor, Unit R02B, Jl Bulevar Kelapa Gading Blok M"|"JAKARTA"|"XX"|"14240"|"Indonesia"|"106.90995"|"-6.15720"|"(62)2145864993"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1721"|""|"Plaza Mayor: Blvd. Juan Alonso de Torres #2002, Local ZM2714, Col. El Refugio"|"LEON"|"XX"|"37270"|"Mexico"|"-101.69539"|"21.15766"|"47 7287 4416"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1728"|""|"LG Floor, Unit LG-219
Jl. S. Parman Kav. 28, Grogol Petamburan,"|"WEST JAKARTA"|"XX"|""|"Indonesia"|"106.78971"|"-6.17470"|"(62)2150860787"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1734"|""|"First Floor, Unit 1F-D1, J1. Boulevard Barat Raya, Kelapa Gading"|"NORTH JAKARTA"|"XX"|"14240"|"Indonesia"|"106.89213"|"-6.15103"|"(62) 212 452 4541"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1735"|""|"17 Petir Rd, rental unit #B2-59 Hillion Mall"|"SINGAPORE"|"XX"|"678278"|"Singapore"|"103.76341"|"1.37848"|"65-62594428"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1743"|""|"Kuningan City Mall, Ground Floor, Unit GF-23B
Jl. Prof. Dr. Satrio Kav. 18"|"SOUTH JAKARTA"|"XX"|"12940"|"Indonesia"|"106.83028"|"-6.22420"|"(62) 215-010-0562"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1744"|""|"Av. Jacinto Canek No. 630 Colonia Bojorquez CP 97238"|"MERIDA"|"XX"|"097238"|"Mexico"|"-89.65437"|"20.98366"|"999 4813 273"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1745"|""|"Bluewater Shopping Center, Winter Garden, Unit EVL11, Kent"|"GREENHITHE"|"XX"|"DA9 9ST"|"United Kingdom"|"0.27360"|"51.43921"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1756"|""|"Av. Cuitlahuac #2309, Planta Baja R05, Colonia:  San Salvador Xochimanca, Alcaldia:  Azcapotzalco, C"|"MEXICO CITY"|"XX"|"02870"|"Mexico"|"-99.17788"|"19.45947"|"55-3076-4759"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1772"|""|"Unit 6, 9 Regis Road, Kentish Town"|"LONDON"|"XX"|"NW5 3EW"|"United Kingdom"|"-0.14523"|"51.55071"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1790"|""|"28 Gambas Crescent, #03-00 Nordcom 2"|"SEMBAWANG"|"XX"|""|"Singapore"|"103.81643"|"1.44335"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1791"|""|"Funtastico Bintaro, unit LOT 1, Kavling komersial Bintaro Jaya CE/B 05&06, Paringi, Pondok Aren, Sou"|"JAKARTA"|"XX"|""|"Indonesia"|"106.69778"|"-6.27264"|"(62)2122215057"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1817"|""|"KH. Achmad Dahlan No. 20, Kramat Pela, Kebayoran Baru"|"JAKARTA"|"XX"|"12130"|"Indonesia"|"106.79184"|"-6.24623"|"(62)2127092269"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1824"|""|"Plaza Cuatro Caminos, Blvd. Independencia #1300 Oriente, Local 116 y 117, Colonia Navarro, CP 27010"|"TORREON"|"XX"|""|"Mexico"|"-103.43378"|"25.55993"|"87.1724.0858"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1825"|""|"Jl. TB Simatupang No. Kav. 17, Cilandak Bar., Kec. Cilandak, Selatan"|"JAKARTA"|"XX"|"12430"|"Indonesia"|"106.80002"|"-6.29152"|"(62)2175920284"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1845"|""|"Unit No. 53, Zawaya Walk, University Rd., Al Shahbaa"|"SHARJAH"|"XX"|""|"United Arab Emirates"|"55.44301"|"25.33033"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1862"|""|"Plaza Town Square Metepec:  Av. Ignacio Comonfort #1100 Norte, Local H-216, Residencial la Providenc"|"METEPEC"|"XX"|"52177"|"Mexico"|"-99.60578"|"19.26682"|"722 688 8826"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1889"|""|"75 Gloucester Road, South Kensington"|"LONDON"|"XX"|"SW7 4SS"|"United Kingdom"|"-0.18254"|"51.49477"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1896"|""|"Jl. Senopati No. 52, Kecamatan Kebayoran baru"|"JAKARTA"|"XX"|"12110"|"Indonesia"|"106.80840"|"-6.23103"|"(62) 212-956-9969"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1897"|""|"Centro Comercial Shop Elite Residences Santa Fe: Av Santa Fe #498, Local PB - A2, Lomas de Santa Fe,"|"MEXICO CITY"|"XX"|""|"Mexico"|"-99.27213"|"19.35820"|"55-5925-76-02"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1908"|""|"Eje 1 Norte Mosqueta #259 Local N2-25, esquina Avenida Insurgentes,Colonia Buenavista, Alcaldia Cuau"|"MEXICO CITY"|"XX"|"06350"|"Mexico"|"-99.15163"|"19.44967"|"(+52) 55 2421 1343"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1931"|""|"The Oracle Shopping Center, Unit No. 24a, First Floor, Riverside Rd."|"READING"|"XX"|"RG1 2AH"|"United Kingdom"|"-0.97163"|"51.45357"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1970"|""|"Plaza Cosmopol, Av. Jos? L?pez Portillo #1 , local D-105 y D-106 ,Colonia Bosques del Valle, San Fra"|"MEXICO CITY"|"XX"|"55717"|"Mexico"|"-99.12483"|"19.63183"|"55 21 25 56 96"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"1996"|""|"3 Simei Street 6, #B1-11 Eastpoint Mall, S528833"|"SINGAPORE"|"XX"|"S528833"|"Singapore"|"103.95315"|"1.34319"|"6980 6311"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2024"|""|"Av. Presidente Masaryk #249, Local A-1 Colonia Polanco IV Secc, Alcaldia Miguel Hidalgo, CP. 11510, "|"MEXICO CITY"|"XX"|"11510"|"Mexico"|"-99.19150"|"19.43175"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2025"|""|"105 Clarence Street, Kingston upon Thames"|"KINGSTON"|"XX"|"KT1 1QL"|"United Kingdom"|"-0.30107"|"51.41097"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2026"|""|"Unit SU524, Bullring Shopping Centre"|"BIRMINGHAM"|"XX"|"B5 4BE"|"United Kingdom"|"-1.89440"|"52.47797"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2045"|""|"Av. Industrial del poniente #1050, Local LH151, LH152, LH153, Colonia Industrias del poniente, CP. 6"|"SANTA CATARINA"|"XX"|""|"Mexico"|"-100.44992"|"25.67599"|"81 3182 6233"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2073"|""|"Jl. Basuki Rachmat No. 1A, Cipinang Besar Selatan, East Jakarta, 13410 Indonesia"|"JAKARTA"|"XX"|""|"Indonesia"|"106.87789"|"-6.22459"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2080"|""|"Av. Patriotismo 229, Local N-3-2, Colonia San Pedro de los Pinos"|"ALCALDIA BENITO JUAREZ"|"XX"|"CP 03800"|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2089"|""|"Av. Las Torres #2111, Subancla Interior F, Colonia Lote Bravo, CP"|"CIUDAD JUAREZ"|"XX"|"32575"|"Mexico"|"106.3964485? W"|"31.6218648? N"|"656 605 1022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2090"|""|"Jl. Jemursari No. 262, Prapen, Kecamatan Tenggilis Mejoyo"|"SURABAYA"|"XX"|"60299"|"Indonesia"|"112.75703? E"|"7.31269? S"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2097"|""|"Av Constitucion de la Republica #221, Local R-09, Colonia La Pradera, Alcaldia Gustavo A. Madero 075"|"MEXICO CITY"|"XX"|""|"Mexico"|""|""|"52 55 2875 0784"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2100"|""|"Calle Atlixco #94, Local A, Colonia Condesa, Alcaldia Cuauhtemoc, CP. 06140"|"MEXICO CITY"|"XX"|"06140"|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2110"|""|"AV. Gral. Lauro Villar #102, L1, Zona Industrial"|"HEROICA MATAMOROS"|"XX"|"87360"|"Mexico"|""|""|"52-868-1113-048"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2115"|""|"Jl. Raden Inten II No. 2,  Duren Sawit"|"JAKARTA"|"XX"|"13440"|"Indonesia"|"106.92378198347892"|"-6.220403777604059"|"62129195273"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2116"|""|"Jl. Siliwangi Raya No. 16, Pondok Benda, Pamulang Tangerang Selatan"|"JAKARTA"|"XX"|"15416"|"Indonesia"|"106.71232031457794"|"-6.345813717768109"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2117"|""|"Summarecon Mall Bekasi, Jl. Bulevard Ahmad Yani Blok M, Marga Mulya, Kec. Bekasi Utara, Bekasi"|"JAKARTA"|"XX"|"17142"|"Indonesia"|"107.00110858546473"|"-6.2258822828040765"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2120"|""|"Unit 39B, Ground and Mezzanine Level, George White Street, Cabot Circus"|"BRISTOL"|"XX"|"BS1 3Bal"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2125"|""|"11-13 Piccadilly"|"MANCHESTER"|"XX"|"M1 1LZ"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2151"|""|"598 Yishun Ring Road #B1-K08/K10/K11 Wisteria Mall"|"SINGAPORE"|"XX"|"768698"|"Singapore"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2152"|""|"Jl. Raya Parung - Ciputat No. 1, RW.004, Serua, Kec. Bojongsari, Kota Depok, Jawa Barat"|"JAKARTA"|"XX"|"16555"|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2155"|""|"C1.31, Leith Street Eats Level 1, St James Centre"|"EDINBURGH"|"XX"|"EH1 3SR"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2156"|""|"Gran Terraza Coapa:  Calz Acoxpa 610, Local A-04B, Colonia Villa Coapa, CP 14390, Alcaldia Tlalpan"|"MEXICO CITY"|"XX"|""|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2162"|""|"Jl. Tanjung Barat No. 163, Tanjung Barat"|"JAKARTA"|"XX"|"12530"|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2163"|""|"Power Center San Marcos:  Av. Chalma s/n, Local E-05 y E-06, Colonia Jardines de la Hacienda, CP 547"|"MEXICO CITY"|"XX"|"54715"|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2164"|""|"Agustin Olachea Aviles 1515, El Zacatal, BCS 23090"|"LA PAZ"|"XX"|""|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2167"|""|"Shop No 6, Al Taawun Street, Style Tower"|"SHARJAH"|"XX"|""|"United Arab Emirates"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2168"|""|"FS 04, Al Asalah Street, Al Wahda Mall"|"ABU DHABI"|"XX"|""|"United Arab Emirates"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2178"|""|"Jl. Raya Jati Asih No 80, Jatiasih, Bekasi 17424"|"JATIASIH"|"XX"|""|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2179"|""|"Jl. Raya Kertajaya Indah No.29, Manyar Sabrangan, Mulyorejo, Surabaya 60116"|"JAKARTA"|"XX"|""|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2190"|""|"2218 Bloor Street West"|"TORONTO"|"XX"|"M6S 1N4"|"Canada"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2191"|""|"Encuentro Oceania:  Av Del Penon #355 Local RC-14, Colonia Moctezuma, CP 15530, Alcaldia Venustiano "|"MEXICO CITY"|"XX"|""|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2192"|""|"Jl. HOS Cokroaminoto No. 35, 
 Kreo, Larangan
 Kota Tangerang"|"JAKARTA"|"XX"|""|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2199"|""|"4/6 Market Square, Bromley"|"LONDON"|"XX"|"BR1 1NA"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2200"|""|"Jl. Raya Darmo No. 12 Tegalsari"|"SURABAYA"|"XX"|"60264"|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2201"|""|"Av. Paseo de Tamarindos Numero 90
Colonia Bosques de las Lomas, Delegacion Cuajimalpa de Morelos"|"MEXICO CITY"|"XX"|"05120"|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2218"|""|"Portal Centenario:  Prolongacion 5 de Mayo #3121, Col. Ex Hacienda de Tarango, Alc. Alvaro Obregon, "|"MEXICO CITY"|"XX"|"01610"|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2219"|""|"Parque Via Vallejo: Calzada Vallejo no. 1090, Col. Santa Cruz de las Salinas, Demarcacion Territoria"|"MEXICO CITY"|"XX"|""|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2224"|""|"Spot Food Truck Park"|"AL AIN"|"XX"|""|"United Arab Emirates"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2225"|""|"Compound 97 Shakhbout City"|"ABU DHABI"|"XX"|""|"United Arab Emirates"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2226"|""|"9 Sentul Crescent, #02-02 SAFRA"|"PUNGGOL"|"XX"|"828654"|"Singapore"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2231"|""|"Jl. Riau No.147, Padang Terubuk, Kec. Senapelan, Kota Pekanbaru, Riau 28155"|"PEKANBARU"|"XX"|"28155"|"Indonesia"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2232"|""|"The Cornerhouse, Forman Street"|"NOTTINGHAM"|"XX"|"NG1 4DB"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
