Address Line 1,Address Line 2,Area Manager,Breakfast,Cakes,City,Concept,Core Menu,Country,DMA Code,DMA Name,District Code,District Name,Drive-thru,Escalation 1,Escalation 2,Franchisee Email,Franchisee Name,Franchisee Phone,Last Modernization Date,Open Date,Region Code,Region Name,Store Email,Store Name,Store Number,Store Phone,Temp Closed,Venue Type,ZIP
"Interior plaza Minarete - Francisco Sarabia sin numero, entre blvd. Salinasy blvd. Sanchez Taboada, col. Aviación",,vambriz@ggef.mx,N,Y,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2007-09-23,MEX,Mexico,prodriguez@ggef.mx,MINARETE,41951,011526622566334,N,Strip Center,22014
"Blvd. Gustavo Salinas #10576 Fracc Aviación, esquina A Cárdenas",,vambriz@ggef.mx,N,Y,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2008-09-03,MEX,Mexico,cdominguez@ggef.mx,SALINAS,41952,011526622566334,N,Free-Standing,22420
"BLV. ROSENDO G. CASTRO 780 PTE., Esquina con rosales. COL. CENTRO",,lizbethluna278@gmail.com,N,Y,Los Mochis,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX01,Alimentos Selectos,Y,heronernestos@gmail.com,,direcciondq@gmail.com,Alimentos Selectos Congelados S A De C V,0115216677517193,2023-07-03,2007-09-28,MEX,Mexico,dairyqueenmochis1@gmail.com,LOS MOCHIS,41959,,N,Free-Standing,81200
Av. Obregón 1301 esq. Calle 13. Col. Residencias,,ynunez@ggef.mx,N,Y,San Luis Rio Colorado,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2007-08-31,MEX,Mexico,dmagana@ggef.mx,San Luis 13,41969,011526622566334,N,Free-Standing,83448
Blvd. Ruíz Cortines Esq. Médico Militar No. 857. Col. SUTSEM,,rafaelgalan@heladosinternacionales.com,N,Y,Veracruz,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,Y,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2023-04-15,2008-11-08,MEX,Mexico,dqveracruz@heladosinternacionales.com,RUIZ CORTINEZ,41971,0112299219592,N,Free-Standing,94294
Ave. Universidad # 901 esquina con Calle 8 Col. Los Pinos,,areli@grupokuale.com.mx,N,Y,Tampico,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,Y,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2007-09-14,2007-09-14,MEX,Mexico,dqunitam@gmail.com,UNIVERSIDAD,41973,,N,Free-Standing,89138
"Calzada Del Valle #601, Local 51, Col del Valle esq. Humberto Lobo (Dentro de HEB San Pedro)",,Joanacalzada@leva.mx,N,Y,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2007-08-28,2007-08-28,MEX,Mexico,angelop@leva.mx,Valle,41974,18727222,N,Mall - In-line,66220
"PLAZA GALERIAS TABASCO 2000 LOCAL 11 ZONA GOURMET, PROLONGACIÓN PASEO TABASCO S/N TAMULTE DE LAS BARRANCAS",,,N,Y,Villahermosa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2007-08-13,2007-08-13,MEX,Mexico,dqgalerias@hdgmx.com,GALERIAS,41982,0119933165738,N,Mall - In-line,86035
"Avenida paseo de la cultura, esquina con Reforma  En el estacionamiento del centro comercial Pabellon Reforma Col. Vado del Rio",,aburruel@ggef.mx,N,Y,Hermosillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2007-10-17,MEX,Mexico,rdurazo@ggef.mx,PABELLON REFORMA,41985,011526622566334,N,Free-Standing,83078
"Av. Universidad s/n Col. Casa Blanca, Carretera Villahermosa-Frontera",,,N,Y,Villahermosa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,Y,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2008-03-25,2008-03-25,MEX,Mexico,dqindustrial@hdgmx.com,CD INDUSTRIAL,42056,0119931420362,N,Free-Standing,86061
CENTRO COMERCIAL PLAZA SATÉLITE LOCAL C 201 CIRCUITO CIRCUNVALACIÓN ORIENTE No. 2251 CD. SATELITE EDO. DE MEX,,fmontalvo@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2008-07-05,2008-07-05,MEX,Mexico,dqsatelite@hdgmx.com,SATELITE,42066,0115555726925,N,Mall - In-line,53100
Avila Camacho #120 Esquina Rafael Ramirez. Col.Centro,,veronicadiaz@heladosinternacionales.com,N,N,Xalapa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,Y,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2009-02-15,2009-02-15,MEX,Mexico,dqavila@heladosinternacionales.com,AVILA CAMACHO,42132,0112288413952,N,Free-Standing,91000
"Estacionamiento Plaza Galerías Norte, Blvd. Luis Donaldo Colosio no. 2693, Esquina Av. Kennedy, Col. Kennedy",,aburruel@ggef.mx,N,Y,Nogales,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2008-09-24,MEX,Mexico,mgerman@ggef.mx,GALERIAS NORTE,42153,011526622566334,N,Mall - In-line,84063
"PLAZA FORUM LOCAL IS-02, AV. UNIVERSIDAD KM 8 FORUM COATZACOALCOS, SANTA ROSA",,calbores@hdgmx.com,N,Y,Coatzacoalcos,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2008-12-03,2008-12-03,MEX,Mexico,dqforum@hdgmx.com,FORUM,42204,0119212182694,N,Mall - Kiosk,96536
PLAZA GALERIAS - Nazario Ortiz Garza # 2346 Local 416 C.P. 25280,,,N,Y,Saltillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX14,Helados Game,N,dqsaltillo.gerenciagral@gmail.com,,alilu.med@gmail.com,Helados Game S.A. De C.V.,8444853672,2023-01-01,2009-03-30,MEX,Mexico,dqsaltillo.galerias@gmail.com,GALERIAS,42224,8444853672,N,Mall - In-line,25280
Blvd Miguel de la Madrid #8714 Local 1 Col. Salagua,,edgar.deluna@operadora-colima.com,N,Y,Manzanillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX10,Franquicias Del Puerto S.A. DE C.V.,Y,,jesus.orozco@operadora-colima.com,juan.orozco@operadora-colima.com,Franquicias Del Puerto S.A. DE C.V.,0115213121395022,2009-02-14,2009-02-14,MEX,Mexico,dq.brizza@operadora-colima.com,PLAZA BRIZZA,42238,013123343497,N,Free-Standing,28867
"Avenida Reforma #667, Esquina con Calle Cuarta, Fracc. Granados",,bflores@ggef.mx,N,Y,Ensenada,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2009-10-26,MEX,Mexico,avelasco@ggef.mx,REFORMA,42239,011526622566334,N,Free-Standing,22840
"Plaza Galerías, Segundo Piso, Local 21 - Rafael Sanzio 150, Col. La estancia residencial",,daniel.balandran@dequ.mx,N,Y,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2009-12-01,2009-12-01,MEX,Mexico,dqgalerias@gmail.com,GALERIAS,42354,31651194,N,Mall - In-line,45030
Ave de la cultura # 55 Local C05 Plaza Galerias Mall Col. proyecto rio sonora,,aburruel@ggef.mx,N,Y,Hermosillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2010-04-14,MEX,Mexico,mgrijalva@ggef.mx,GALERIAS,42452,011526622566334,N,Mall - In-line,83270
Calle Pesqueira 201 esq. Rosales Col. Reforma,,lpadilla@ggef.mx,N,Y,Navajoa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2010-06-19,MEX,Mexico,jaguilar@ggef.mx,NAVOJOA,42499,011526424221266,N,Free-Standing,85830
"AV. ACOXPA No. 430 LOCAL 77, COL. EXHACIENDA COAPA. DELG. TLALPAN CDMX",,tgarcia@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2010-07-16,2010-07-16,MEX,Mexico,dqacoxpa@hdgmx.com,ACOXPA,42530,0115556785771,N,Mall - Food Court,14300
Calzada cetys #1549 Esq. Uruguay Col. Compuertas,,ynunez@ggef.mx,N,Y,Mexicali,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2010-09-04,MEX,Mexico,kzavala@ggef.mx,CETYS,42573,011526622566334,N,Free-Standing,21218
Plaza Sendero San Luis,"Plaza Sendero San Luis, Isla Interior #22 - Av. Benito Juárez 2005, Col. Estrella de Oriente, Entre Av. Jose de Galvez y Av. Villa Jardín",,N,Y,San Luis Potosi,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,N,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2010-11-24,2010-11-24,MEX,Mexico,dairyqueen.sendero@madapal.com,SENDERO,42607,0114442428876,N,Mall - Kiosk,78396
"LOCAL 224 AV. LOMAS VERDES No. 25 FRACC. BOULEVARES COLINA DE LA PAZ, NAUCALPAN, EDO. DE MEXICO",,fmontalvo@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2010-12-15,2010-12-15,MEX,Mexico,dqlomasverdes@hdgmx.com,LOMAS VERDES,42616,0115516630419,N,Mall - Food Court,53140
"Centro Comercial Palmira, Carretera Puerto Real – Campeche Km. 2.5, Local PAD 2 . Col. Palmira",,,N,Y,Ciudad Del Carmen,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,Y,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2010-12-31,2010-12-31,MEX,Mexico,dqpalmira@hdgmx.com,PALMIRA,42650,0119381189761,N,Free-Standing,24154
"Av. Constitución 899 esquina con Paul H. Harris, Colonia Lomas Vista Hermosa",,edgar.deluna@operadora-colima.com,N,Y,Colima,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX10,Franquicias Del Puerto S.A. DE C.V.,Y,,jesus.orozco@operadora-colima.com,juan.orozco@operadora-colima.com,Franquicias Del Puerto S.A. DE C.V.,0115213121395022,2011-05-13,2011-05-13,MEX,Mexico,dq.consti@operadora-colima.com,CONSTITUCION,42715,,N,Free-Standing,28017
Blvd. Jesus Valdez Sanchez #365 Cruce con Blvd. Eulalio Gutiérrez Col. Ex Hacienda de los Cerritos C.P. 25010,,,N,Y,Saltillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX14,Helados Game,N,dqsaltillo.gerenciagral@gmail.com,,alilu.med@gmail.com,Helados Game S.A. De C.V.,8444853672,2011-04-20,2011-04-20,MEX,Mexico,dqsaltillo.sendero@gmail.com,SENDERO,42729,01152844310474,N,Mall - Kiosk,25010
La Paz - Baja California,Av. 5 Febrero esq. Lic Verdad Col. Pueblo Nuevo,mmariscal@GGEF.MX,N,Y,La Paz,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2011-05-06,MEX,Mexico,wtolentino@ggef.mx,LA PAZ,42745,011526121294436,N,Free-Standing,
Plaza Crystal - Av Prolongacion Hidalgo - #4721 S/N Frac. Lomas Del Naranjal,Tamaulipas,areli@grupokuale.com.mx,N,Y,Tampico,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,N,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2011-12-20,2011-12-20,MEX,Mexico,dqcrystaltampico@gmail.com,DQ Store,42928,,Y,Mall - Kiosk,89106
"Avenida Xochimilco esquina Calzada anahuac #273, Col. Conjunto urbano",,blizarraga@ggef.mx,N,Y,Mexicali,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2012-04-18,MEX,Mexico,ejimenezr@ggef.mx,XOCHIMILCO,43021,011526622566334,N,Free-Standing,21353
"Carretera Transpeninsular, enfrente de Wal-Mart, Sam's Club y VIP's",,mmariscal@GGEF.MX,N,Y,La Paz,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2012-05-17,MEX,Mexico,mnlopez@ggef.mx,THE SHOPPES,43032,011526622566334,N,Mall - In-line,23090
Av. Internacional #15 esquina con Obregon Col. La Granja,,lramos@ggef.mx,N,Y,CABORCA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2012-05-21,MEX,Mexico,dsainz@ggef.mx,CABORCA,43037,0115216622566334,N,Free-Standing,83690
Calle Paris #911 esq. Blvd. Rodolfo Elias Calles. Col. Prados de Tepeyac,Obregon,lpadilla@ggef.mx,N,Y,Cd Obregon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2012-06-17,MEX,Mexico,krojas@ggef.mx,PARIS,43038,011526622566334,N,Free-Standing,85150
Blvd Morelos #432 Col Bachoco,,lramos@ggef.mx,N,Y,Hermosillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2024-02-16,2012-06-16,MEX,Mexico,mnavarro@ggef.mx,DQ Morelos,43039,011526622566334,N,Free-Standing,83148
Juan Alonso de Torres 2507 Lomas del Campestre,,amorales@ggef.mx,N,Y,Leon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2012-07-06,MEX,Mexico,hnieto@ggef.mx,LAS TORRES,43052,011526622566334,N,Free-Standing,37150
Fraccionamiento Montecristo,"Av Camara de Comercio, Esquina calle 18, Residencial Montecristo a una cuadra de Cumbres",jorge.bustillos@rmglobalgroup.com.mx,N,Y,Merida,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,Y,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2013-04-26,2013-04-26,MEX,Mexico,dairyqueen.montecristo@rmglobalgroup.com.mx,MONTECRISTO,43178,,N,Free-Standing,97133
Plaza Santa Lucía. Local 1. Planta Baja.,,veronicadiaz@heladosinternacionales.com,N,N,Xalapa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,N,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2012-12-11,2012-12-11,MEX,Mexico,dqsantalucia@heladosinternacionales.com,SANTA LUCIA,43181,0112288154538,N,Mall - In-line,91180
"Plaza Patria Local K7 - Av. Patria s/n entre av. Americas y av. Avila Camacho, Colonia Jacarandas",,rodrigo.martinez@dequ.mx,N,Y,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2012-11-10,2012-11-10,MEX,Mexico,dqppatria@gmail.com,PLAZA PATRIA,43182,31110233,N,Mall - In-line,45160
"Plaza Galerías Las Torres Blvd las torres 1315  ote., col. san José del consuelo",,amorales@ggef.mx,N,Y,Leon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2012-11-19,MEX,Mexico,jramirez@ggef.mx,LEON KIOSKO GALERIAS,43183,011526622566334,N,Mall - Kiosk,37200
"Blvd Lazaro Cardenas #2000 interior 7A, Col. Plutarco Elias Calles Interior Plaza comercia",,ynunez@ggef.mx,N,Y,Mexicali,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-05-11,MEX,Mexico,lsalcedo@ggef.mx,PLAZA CARRANZA,43472,011526622566334,N,Mall - Kiosk,21376
"Blvd. Insurgentes #18015 Fracc Rio Tijuana 3ra etapa, local m14",,mgonzalez@ggef.mx,N,Y,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-05-10,MEX,Mexico,genriquez@ggef.mx,MACRO PLAZA,43473,011526622566334,N,Mall - In-line,22216
Blvd aeropuerto #104 Plaza Altacia Local F18 Col. Cerrito de jerez,,lperez@ggef.mx,N,Y,Leon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-05-22,MEX,Mexico,aanaya@ggef.mx,ALTACIA,43483,011526622566334,N,Mall - Food Court,37530
"Peatonal Salvador Díaz Mirón # 217-B (entre Olmos y Juárez), Zona Centro",,areli@grupokuale.com.mx,N,N,Tampico,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,N,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2013-07-01,2013-07-01,MEX,Mexico,dqcentro@gmail.com,CENTRO,43491,0118332123747,N,Mall - Kiosk,89000
"Carretera Agua Prieta a janos s/n entre 15 y 16 Interior plaza cinemall, Local 1",,mmariscal@GGEF.MX,N,Y,AGUA PRIETA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-07-04,MEX,Mexico,amontano@ggef.mx,AGUA PRIETA,43511,011526622566334,N,Free-Standing,84269
Paseo del Pedregal #1302 Seccion Coronado Playas CP 22517,,vambriz@ggef.mx,N,Y,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-07-21,MEX,Mexico,dquintero@ggef.mx,PLAYAS,43536,011526622566334,N,Free-Standing,22200
Av. Insurgentes #1198 Col. Villas del estero,,aalvarez@ggef.mx,N,Y,Mazatlan,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-08-04,MEX,Mexico,ejimenezm@ggef.mx,INSURGENTES,43560,011526622566334,N,Free-Standing,82156
Plaza San Fernando- Av. Constitucion 555 Col. Lomas de Circunvalación,,edgar.deluna@operadora-colima.com,N,Y,Colima,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX10,Franquicias Del Puerto S.A. DE C.V.,N,,jesus.orozco@operadora-colima.com,juan.orozco@operadora-colima.com,Franquicias Del Puerto S.A. DE C.V.,0115213121395022,2013-08-08,2013-08-08,MEX,Mexico,dq.san@operadora-colima.com,SAN FERNANDO,43577,013123121214,N,Mall - Kiosk,28000
Ave. Diego de velazquez #649 Esq. Blvd Solidaridad Col. Progresista,,lramos@ggef.mx,N,Y,Hermosillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2013-09-06,MEX,Mexico,mcordova@ggef.mx,SOLIDARIDAD,43580,011526622566334,N,Free-Standing,83120
"Plaza altabrisa - Calle 7 entre 22 y 24 #451, local isla 5, Fracc. altabrisa manzana 594 seccion 26",,jorge.bustillos@rmglobalgroup.com.mx,N,Y,Merida,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,N,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2014-03-26,2014-03-26,MEX,Mexico,dq.altabrisa@rmglobalgroup.com.mx,ALTABRISA,43625,,N,Mall - Kiosk,97130
Lomas - Plaza Aconcagua,"Montes Aconcagua No. #301, Col. Lomas de San Luis 2da Seccion",,N,Y,San Luis Potosi,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,N,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2013-11-14,2013-11-14,MEX,Mexico,dairyqueen.lomas@madapal.com,ACONCAGUA,43662,0114442440673,N,Strip Center,78210
"CENTRO COMERCIAL SANTA FE LOCAL 1015, AV. VASCO DE QUIROGA No. 3800 COL. ANTIGUA TOTOLALPA. DELG. CUAJIMALPA",,lmartinez@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2013-12-30,2013-12-30,MEX,Mexico,dqsantafe@hdgmx.com,SANTA FE,43688,0115521678470,N,Mall - In-line,05109
"Blvd. Álvaro del Portillo S/N, Fracc. Valle Alto CP",,lizbethluna278@gmail.com,N,Y,Culiacan,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX01,Alimentos Selectos,Y,heronernestos@gmail.com,,direcciondq@gmail.com,Alimentos Selectos Congelados S A De C V,0115216677517193,,2013-12-19,MEX,Mexico,dqvallealto1702@gmail.com ,VALLE ALTO,43690,,N,Free-Standing,80050
Gran Terraza Oblatos,"Circunvalación No.2700 Gran terraza oblatos  Local LK7, Col. Oblatos",rodrigo.martinez@dequ.mx,N,Y,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2013-12-21,2013-12-21,MEX,Mexico,dqoblatos@gmail.com,OBLATOS,43705,36535644,N,Mall - Kiosk,44716
"Calle 62 #503 D x61 y 63, col. centro historico. cp 97000",,jorge.bustillos@rmglobalgroup.com.mx,N,Y,Merida,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,N,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2014-05-28,2014-05-28,MEX,Mexico,dq.centro@rmglobalgroup.com.mx,CENTRO,43707,,N,HIgh Street,97000
